date,long sleeves,culottes,miniskirt,short sleeves,printed,short cardigan,solid colours,trapeze dress,sleeveless,long cardigan,sheath dress,short coat,medium coat,doll dress,long dress,shorts,long coat,tracksuit,drop sleeve,patterned,kimono dress,medium cardigan,shirt dress,maxi,capris,gitana skirt,long duster,yellow,brown,blue,grey,green,black,red,white,orange,violet,acrylic,scuba crepe,tulle,angora,faux leather,georgette,lurex,nice,crepe,satin cotton,silky satin,fur,matte jersey,plisse,velvet,lace,cotton,piquet,plush,bengaline,jacquard,frise,technical,cady,dark jeans,light jeans,ity,plumetis,polyviscous,dainetto,webbing,foam rubber,chanel,marocain,macrame,embossed,heavy jeans,nylon,tencel,paillettes,chambree,chine crepe,muslin cotton or silk,linen,tactel,viscose twill,cloth,mohair,mutton,scottish,milano stitch,devore,hron,ottoman,fluid,flamed,fluid polyviscous,shiny jersey,goose
7/1/2019,46,71,31,69,64,52,22,44.6,83,49,59,26,21,44,63,90,17,37,48,74,84,15,84.8,91,57,0,30,95,62,80,14,76,24,58,86,49,50,89,16,70,53,39,35,46,20,38,65,52,36,31,94,50,59,87,27,44,21,67,56,71,17,50,70,73,13,-1,0,65,53,64,57,82,62,21,76,86,23,0,36,-1,98,48,0,92,56,59,59,33,21,25,63,85,60,-1,58,27
7/8/2019,53,68,35,100,68,68,22,35.6,100,50,59,15,30,41,67,82,21,40,39,79,64,15,84.6,92,62,0,64,98,68,79,14,75,24,56,83,50,58,96,0,60,50,41,33,37,20,38,75,52,38,31,83,48,61,87,27,50,59,65,55,80,15,51,66,81,27,-1,0,69,71,65,61,93,70,41,79,92,21,53,24,-1,98,70,0,91,49,63,83,0,27,22,69,93,43,-1,29,29
7/15/2019,54,75,34,72,66,50,55,49.4,86,42,52,25,4,49,62,86,22,40,30,77,47,0,89.8,84,52,0,30,96,65,79,15,77,24,55,82,48,57,100,94,66,50,45,29,50,19,39,49,52,37,15,95,48,64,86,28,46,92,64,50,76,19,67,73,60,22,-1,0,72,55,62,60,97,60,62,73,94,18,0,54,-1,93,42,0,91,51,63,75,0,17,20,69,88,33,-1,0,29
7/22/2019,52,76,34,63,65,48,11,58.2,89,40,48,28,35,42,68,90,23,39,20,79,73,15,89.6,77,56,0,61,98,69,83,14,77,25,57,84,53,54,100,64,66,56,42,29,41,19,39,55,27,38,32,84,48,62,86,31,47,82,59,62,75,20,57,64,87,23,-1,0,78,58,65,59,95,56,21,68,85,22,27,43,-1,99,58,0,92,49,59,63,0,19,24,68,85,30,-1,30,28
7/29/2019,53,62,33,61,65,53,22,19.8,83,42,58,33,26,64,69,79,24,42,60,82,60,30,88.6,81,52,0,35,94,72,81,16,77,25,59,86,57,58,96,32,66,59,41,32,44,19,40,22,70,37,47,79,50,66,85,50,45,72,62,56,72,20,48,76,73,22,-1,0,56,63,65,58,97,77,49,70,88,17,27,60,-1,99,48,0,91,47,62,67,33,20,14,72,84,53,-1,59,30
8/5/2019,56,56,30,67,63,57,67,23.6,80,55,49,28,40,63,72,77,23,46,30,82,62,46,88.8,77,38,0,48,93,73,83,15,80,25,57,88,54,53,95,16,74,59,43,33,50,19,40,49,35,39,16,81,49,65,86,29,48,45,60,66,71,21,61,70,69,54,-1,80,71,61,65,56,100,63,21,66,82,17,27,6,-1,91,83,0,90,52,65,69,0,23,16,70,83,37,-1,0,29
8/12/2019,61,60,32,62,69,47,66,46.4,77,52,48,32,47,49,74,69,29,52,69,85,62,0,87.4,76,37,0,64,99,70,83,15,81,26,58,90,52,54,91,31,68,53,47,33,43,20,41,49,52,41,0,76,51,63,81,32,49,92,60,63,74,18,63,76,67,27,-1,0,71,69,66,53,97,61,14,75,82,21,27,36,-1,85,57,43,90,55,100,70,0,22,25,71,87,33,-1,29,33
8/19/2019,61,54,34,61,65,46,32,34.8,74,67,54,51,21,45,72,63,32,43,38,77,46,15,83.8,74,44,0,63,95,66,82,15,81,24,58,86,50,57,93,0,64,51,51,37,46,20,40,43,26,43,15,69,54,61,82,29,48,73,60,58,82,20,64,70,81,31,-1,0,60,62,64,57,94,65,21,76,85,24,53,18,-1,86,66,0,93,55,68,66,0,23,27,72,90,46,-1,0,32
8/26/2019,60,63,27,61,67,64,31,23,68,71,44,33,12,51,72,63,32,45,9,68,59,0,82.4,70,45,0,58,90,62,79,15,80,24,56,80,49,58,85,0,65,45,48,36,60,21,36,31,59,41,15,78,51,61,85,32,45,66,67,66,80,21,59,77,65,47,-1,0,65,55,66,54,87,70,13,100,87,72,0,29,-1,88,66,0,91,51,61,68,0,24,20,71,89,48,-1,0,33
9/2/2019,68,52,34,50,69,48,21,42.6,69,78,53,39,25,47,78,58,38,53,38,77,56,0,80.2,77,38,0,79,90,96,76,15,79,23,55,80,49,55,83,30,68,58,58,30,39,19,37,77,33,44,0,72,52,59,80,26,47,67,76,72,77,22,85,67,74,29,-1,0,62,52,70,57,94,67,20,96,75,100,25,34,-1,78,71,0,92,64,52,67,0,21,23,80,87,41,-1,0,34
9/9/2019,66,54,34,75,72,49,20,13.8,74,72,49,51,24,49,82,52,44,53,18,76,41,14,87.6,70,36,0,64,92,97,76,15,80,24,54,78,49,57,86,60,76,51,60,34,47,18,36,46,17,49,44,65,51,61,84,31,47,54,73,71,83,22,62,85,78,34,-1,0,69,48,66,57,85,78,33,76,85,53,26,34,-1,78,61,81,91,66,55,63,31,18,27,70,92,19,-1,0,36
9/16/2019,71,52,38,52,71,44,41,26.6,72,84,63,64,20,45,82,52,41,49,37,74,57,0,91.2,70,38,0,44,89,91,78,15,89,23,56,80,50,58,83,0,80,55,55,41,42,19,37,46,57,48,14,61,51,62,85,29,44,78,65,70,80,22,76,81,75,25,-1,74,66,53,66,57,84,70,19,73,90,56,25,56,-1,76,67,40,92,66,59,59,31,20,19,77,92,43,-1,0,42
9/23/2019,69,44,39,74,69,33,20,16.4,62,69,53,54,16,51,84,46,45,56,36,80,59,0,91.2,71,33,0,72,89,76,77,15,85,24,56,79,50,59,82,44,78,53,61,37,44,19,40,25,16,51,14,75,51,62,84,25,42,81,69,91,78,25,70,71,74,42,-1,74,57,67,69,62,79,67,6,72,83,60,0,39,-1,85,67,0,92,81,57,65,0,19,12,74,92,40,-1,0,58
9/30/2019,80,52,30,56,71,51,51,36.8,72,88,47,46,44,50,89,47,57,62,64,83,51,14,91.6,70,37,0,80,87,64,75,15,78,24,57,78,49,61,86,73,79,59,69,33,53,18,37,50,32,56,0,70,52,62,88,24,44,72,77,71,74,28,78,73,91,17,-1,0,61,38,72,55,75,82,32,76,62,47,0,22,-1,78,75,40,94,78,52,63,0,17,20,79,89,43,-1,27,65
10/7/2019,84,50,39,51,70,69,20,43.8,70,95,33,72,28,59,93,44,60,61,55,81,41,14,88,68,30,0,80,87,65,77,15,83,25,55,79,49,61,84,15,81,56,69,37,44,18,38,40,41,59,43,70,52,62,85,24,46,75,71,69,74,24,78,77,84,25,-1,0,62,51,68,62,81,66,71,75,79,45,0,11,-1,75,100,40,92,77,61,61,31,20,20,77,89,43,-1,27,56
10/14/2019,88,47,53,89,73,64,20,17.6,78,89,49,71,47,54,97,40,64,61,27,87,51,0,79.8,70,27,0,75,87,67,78,15,80,25,54,83,49,59,85,15,75,65,76,36,63,21,38,30,40,60,14,63,54,61,85,29,47,72,82,63,77,22,86,63,72,33,-1,0,62,68,66,62,83,76,39,73,73,36,25,17,-1,71,62,0,92,63,59,59,0,21,27,81,90,52,-1,54,48
10/21/2019,93,47,38,64,67,43,10,33,76,80,48,75,47,58,96,42,69,70,54,77,48,0,85.6,67,25,0,51,90,64,78,15,81,26,58,81,49,61,81,14,84,53,86,36,66,19,46,55,32,61,28,53,54,64,85,27,49,74,64,68,75,23,78,68,80,37,-1,0,66,60,70,64,79,60,70,75,76,42,0,22,-1,73,90,0,96,85,62,59,0,17,30,84,90,49,-1,0,51
10/28/2019,84,50,39,47,67,49,20,27.4,66,91,51,68,44,48,86,39,73,67,64,87,55,0,78.4,71,26,0,48,82,62,79,15,78,27,54,78,48,64,80,29,84,60,82,32,54,19,51,50,24,66,0,75,55,62,83,24,47,69,78,65,71,26,61,68,69,37,-1,0,58,64,66,62,77,66,52,73,75,50,0,6,-1,71,72,40,91,64,70,66,0,25,23,81,88,43,-1,0,52
11/4/2019,87,52,33,61,69,33,50,43.8,74,80,65,86,66,47,84,39,84,74,18,89,44,0,78.6,70,33,0,47,85,62,78,15,80,30,59,82,49,57,82,14,70,52,81,49,48,19,40,34,63,75,14,67,59,62,85,25,53,67,77,75,72,25,75,73,77,49,-1,0,54,81,71,58,72,65,50,75,67,39,0,22,-1,74,65,0,90,86,63,64,0,22,27,77,93,36,-1,0,53
11/11/2019,92,49,28,54,71,40,0,30.8,71,76,66,92,51,57,94,43,98,80,27,93,39,27,79,74,25,0,59,80,62,78,15,79,35,56,81,47,61,85,28,69,64,92,52,66,17,41,39,71,83,14,69,63,62,87,31,60,65,74,64,76,24,74,79,77,20,-1,0,66,70,71,59,90,72,63,74,72,40,24,33,-1,74,85,39,93,92,61,63,0,19,26,83,91,48,-1,26,66
11/18/2019,91,53,37,66,72,66,30,10.8,67,79,40,73,59,67,94,39,89,84,63,86,47,0,79.8,75,23,0,75,86,66,79,17,80,47,57,82,48,57,81,43,70,60,89,43,77,18,41,50,24,81,14,62,64,63,88,35,71,71,84,60,77,25,83,63,84,41,-1,0,64,48,76,56,89,87,64,76,68,38,0,27,-1,80,63,0,94,82,57,63,0,19,19,86,92,49,-1,27,60
11/25/2019,94,45,35,56,67,35,50,25,63,83,46,83,51,78,91,44,92,100,45,79,45,14,81.8,81,22,0,47,84,69,80,19,91,98,58,86,50,59,84,100,73,63,93,51,78,18,37,54,32,86,0,72,69,65,93,25,89,95,88,63,65,18,83,93,66,41,-1,0,48,56,86,54,77,91,25,75,87,49,49,27,-1,79,84,0,98,84,57,63,0,22,25,78,83,30,-1,80,61
12/2/2019,100,47,28,73,71,59,20,9.4,72,86,43,68,44,61,94,45,100,93,73,89,40,41,78.8,78,24,0,52,83,62,79,16,75,33,59,85,50,68,92,29,75,65,100,43,100,18,38,25,24,89,14,63,69,65,94,25,100,72,96,62,72,25,83,100,83,33,-1,0,76,69,87,53,74,77,32,80,84,42,25,6,-1,75,70,0,95,93,56,66,31,21,15,87,100,34,-1,0,61
12/9/2019,93,47,40,49,72,47,31,10.8,75,87,43,64,100,52,83,45,90,89,37,76,46,42,81.2,75,26,0,40,81,62,80,15,77,25,60,93,48,58,91,29,74,61,88,43,94,17,37,41,33,82,29,71,66,60,95,25,87,92,84,64,72,21,77,79,68,50,-1,74,54,59,88,59,71,87,32,73,62,54,50,22,-1,69,99,40,93,62,57,83,0,18,19,79,86,22,-1,27,59
12/16/2019,88,43,37,52,74,52,62,9.8,62,82,48,74,36,60,77,46,87,90,28,70,49,56,75,75,29,0,65,87,62,80,15,77,24,58,92,50,59,99,29,64,56,83,48,87,18,35,61,81,80,29,63,67,56,83,22,86,92,83,62,68,18,92,79,66,100,-1,0,48,81,94,59,69,79,58,72,53,66,0,17,-1,67,98,80,90,72,54,69,0,24,28,73,85,25,-1,0,63
